PRODUCT,AGE,AREA,RESIDENTIAL_PLACE,EDUCATION,MARITAL_STATUS,HOUSEHOLD_MEMBERS,NO_OF_DEPENDENTS,INCOME,WORK_SENIORITY,BUSINESS AGE,ECONOMIC_SECTOR,EMPLOYEE_NO,LENGTH_RELATIONSHIP_WITH_CLIENT,DEBIT_CARD,CURRENT_ACCOUNT,SAVING_ACCOUNT,SALARY_ACCOUNT,FOREIGN_ACCOUNT,FINALIZED_LOAN,DEPOSIT,PENSION_FUNDS,DEFAULT_FLAG
B,53,County capital,Owner without mortgage,University,married,2,0,854,11,13,"Professional, scientific and technical activities",between 0-10,2,0,0,0,0,0,0,0,0,0
F,38,Rural area,Living with family,University,single,1,0,2391,3,3,Water supply,between 21-50,2,0,0,0,0,0,0,0,0,0
C,50,County capital,Owner without mortgage,University,single,1,0,1068,7,11,Human health and social work activities,> 1.000,9,1,1,0,0,0,0,0,0,0
C,35,Rural area,Living with family,Vocational school,single,1,0,693,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,34,Rural area,Owner without mortgage,Highschool,single,1,0,1135.15,2,12,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,36,Rural area,Owner without mortgage,Vocational school,married,5,3,2051.965,15,15,Electricity and gas,> 1.000,11,0,0,0,0,0,1,0,0,0
B,27,County capital,Living with family,University,single,1,0,2178,4,16,Financial and insurance activities,> 1.000,8,0,0,0,0,0,0,0,0,0
C,46,County capital,Living with family,Highschool,single,1,0,1038,7,12,Wholesale and retail trade,> 1.000,7,1,1,0,0,0,0,0,0,0
C,67,County capital,Owner without mortgage,Highschool,widow,1,0,1017,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
C,41,Urban area,Owner without mortgage,Post secondary school,married,3,1,1528.5,7,10,Manufacturing,between 251-500,1,1,1,0,0,0,0,0,0,0
C,63,County capital,Owner without mortgage,Other,married,2,0,879,5,16,Missing,Missing,8,0,0,0,0,0,1,0,0,0
B,58,Urban area,Owner without mortgage,College,married,2,0,1313,23,23,Missing,between 251-500,13,0,0,0,0,0,1,0,0,0
A,42,County capital,Owner without mortgage,Post-graduate,single,1,0,8961.012,9,16,Missing,> 1.000,1,1,1,0,0,0,0,0,0,0
E,50,County capital,Owner without mortgage,College,married,2,0,1841,3,3,Electricity and gas,between 501-1.000,1,1,1,0,1,0,0,0,0,0
B,28,County capital,Living with family,University,single,1,0,1549.9275,4,6,Other,between 101-250,1,1,1,0,1,0,0,0,0,0
F,31,County capital,Living with family,University,married,3,1,2780.33,5,6,Financial and insurance activities,between 501-1.000,12,0,0,0,0,0,0,0,0,0
C,66,Rural area,Owner without mortgage,Highschool,widow,1,0,563,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
F,40,County capital,Owner with mortgage,University,married,2,0,2333.75,2,7,Financial and insurance activities,between 51-100,2,1,1,1,0,0,0,0,0,0
F,25,County capital,Living with family,University,single,1,0,4099.6,2,4,Other,between 101-250,1,1,1,0,0,0,0,0,0,0
C,33,Rural area,Owner without mortgage,Vocational school,married,3,1,954.67,3,23,Manufacturing,between 251-500,8,0,0,0,0,0,1,0,0,0
F,31,County capital,Living with family,University,single,1,0,1647,8,19,Wholesale and retail trade,between 501-1.000,2,0,0,0,0,0,0,0,0,0
C,33,Urban area,Owner without mortgage,Post-graduate,married,3,1,1369,9,14,Manufacturing,between 101-250,9,0,1,0,0,0,0,0,0,0
C,62,Rural area,Owner without mortgage,Middle school,single,1,0,670,10,46,Public administration and defence,between 21-50,1,0,0,0,0,0,0,0,0,0
B,36,County capital,Owner without mortgage,University,single,1,0,3500,10,23,Mining and quarrying,between 101-250,5,0,0,0,0,0,0,0,0,0
C,60,Urban area,Owner without mortgage,Other,married,2,0,800,5,16,Missing,Missing,12,0,1,0,0,0,0,0,0,0
C,26,County capital,Owner without mortgage,University,single,1,0,1650.4,2,14,Wholesale and retail trade,between 21-50,2,0,0,0,0,0,0,0,0,0
B,37,County capital,Owner without mortgage,Missing,married,2,0,2848,5,7,Wholesale and retail trade,between 51-100,2,0,0,0,0,0,0,0,0,0
E,66,County capital,Owner without mortgage,Missing,married,2,0,3567,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,52,County capital,Owner without mortgage,Highschool,divorced,1,0,1040,7,12,Manufacturing,between 11-20,1,1,1,0,0,0,0,1,0,0
C,69,Urban area,Owner without mortgage,University,married,2,0,3150,5,16,Missing,Missing,11,0,1,0,0,0,1,0,0,0
C,29,County capital,Living with family,Post secondary school,married,1,0,1289.7525,6,8,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
F,37,County capital,Owner without mortgage,University,married,2,0,4709.9075,9,18,Information and communication,between 251-500,11,0,0,0,0,0,0,0,0,0
B,27,Rural area,Living with family,University,single,1,0,901.55,3,14,Education,between 51-100,1,1,1,0,1,0,0,0,0,0
C,29,Urban area,Owner without mortgage,University,single,1,0,2518,2,10,Manufacturing,> 1.000,9,0,0,0,0,0,0,0,0,1
C,46,County capital,Owner without mortgage,University,married,2,0,3845.25,21,21,Public administration and defence,between 251-500,12,0,0,0,0,0,1,0,0,0
C,56,County capital,Owner without mortgage,University,single,1,0,1337,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,64,County capital,Owner without mortgage,University,married,2,0,1014,7,13,Missing,between 0-10,1,0,0,0,0,0,0,0,0,0
F,35,County capital,Owner with mortgage,University,married,3,1,948,5,5,Public administration and defence,between 11-20,16,0,0,0,0,0,0,0,0,0
E,36,County capital,Owner without mortgage,University,single,1,0,2823,2,8,Education,between 21-50,2,1,1,0,1,0,0,0,0,0
C,26,Urban area,Living with family,University,single,1,0,3989,4,8,Information and communication,between 101-250,2,0,0,0,0,0,0,0,0,0
B,24,Rural area,Living with family,Post-graduate,married,2,0,1201.045,3,9,Missing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,45,Rural area,Owner without mortgage,Highschool,single,1,0,710,7,22,"Agriculture, hunting and forestry",between 51-100,1,0,0,0,0,0,0,0,0,0
C,61,Rural area,Living with family,Missing,married,2,0,934,5,16,Missing,Missing,3,0,0,0,0,0,0,0,0,0
C,35,Rural area,Owner without mortgage,Vocational school,married,2,0,974,9,9,Human health and social work activities,> 1.000,1,0,0,0,0,0,0,0,0,0
B,32,County capital,Living with family,Post secondary school,married,3,1,1242,1,12,Other,> 1.000,1,1,1,0,1,0,0,0,0,0
C,60,Rural area,Owner without mortgage,Vocational school,married,2,0,737,15,20,Water supply,between 51-100,12,0,0,0,0,0,1,0,0,0
F,29,County capital,Living with family,University,single,1,0,3199.33,5,15,Missing,> 1.000,8,0,0,0,0,0,1,0,0,0
C,65,Rural area,Owner without mortgage,Post secondary school,single,1,0,579,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,32,County capital,Living with family,University,single,1,0,1072,3,6,Construction,between 21-50,1,0,0,0,0,0,0,0,0,0
C,38,County capital,Living with family,University,married,2,0,1763,2,3,"Professional, scientific and technical activities",between 21-50,1,0,0,0,0,0,0,0,0,0
C,63,Rural area,Owner without mortgage,Middle school,married,2,0,1160,5,16,Missing,Missing,15,0,0,0,0,0,0,0,0,0
C,52,Urban area,Owner without mortgage,Highschool,married,2,0,1425,12,19,Manufacturing,> 1.000,2,0,1,0,0,0,0,0,0,0
C,37,Urban area,Owner without mortgage,Highschool,married,2,0,1267,2,2,Manufacturing,between 51-100,13,0,1,0,0,0,1,0,0,0
F,30,County capital,Living with family,University,single,1,0,1691,4,16,Missing,> 1.000,10,1,1,0,0,0,0,0,0,0
B,28,Rural area,Living with family,University,single,1,0,3811.2525,7,10,Manufacturing,> 1.000,7,0,0,0,0,0,0,0,0,0
E,64,Rural area,Owner without mortgage,University,married,2,0,783,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,64,County capital,Owner without mortgage,Highschool,married,2,0,790,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
F,48,County capital,Living with family,University,married,2,0,1768,19,16,Education,between 21-50,2,0,0,0,0,0,0,0,0,0
C,65,County capital,Owner without mortgage,Post secondary school,married,2,0,902,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,44,County capital,Living with family,Highschool,divorced,1,0,1321.25,3,4,Other,> 1.000,8,0,0,0,0,0,1,0,0,0
C,63,County capital,Owner without mortgage,Missing,divorced,1,0,675,25,68,Education,between 101-250,10,0,0,0,0,0,1,0,0,0
F,45,County capital,Living with family,University,single,1,0,1379.33,15,21,Wholesale and retail trade,between 21-50,2,0,0,0,0,0,0,0,0,0
F,37,County capital,Living with family,University,married,2,0,2198.9925,3,3,Missing,between 0-10,1,1,1,0,0,0,0,0,0,0
C,34,County capital,Living with family,Post secondary school,married,2,0,1832,8,24,Wholesale and retail trade,between 21-50,1,0,0,0,0,0,0,0,0,1
B,53,County capital,Owner with mortgage,University,married,2,0,3084,3,17,Other,between 21-50,1,1,1,0,0,0,0,0,0,0
C,25,County capital,Owner without mortgage,College,single,1,0,1096.745,3,10,Manufacturing,between 501-1.000,2,0,0,0,0,0,0,0,0,0
C,39,Rural area,Owner without mortgage,Middle school,married,3,1,1156.4075,9,24,Manufacturing,between 251-500,2,0,0,0,0,0,0,0,0,0
C,55,County capital,Owner without mortgage,Highschool,married,2,0,1436.205,7,21,Manufacturing,between 251-500,1,1,1,0,0,0,0,0,0,0
F,32,Urban area,Living with family,University,divorced,1,0,2481.825,7,25,Financial and insurance activities,> 1.000,11,0,0,0,0,0,0,0,0,0
C,50,County capital,Owner without mortgage,Other,married,2,0,1562.2625,7,10,Wholesale and retail trade,between 251-500,10,0,0,0,0,0,1,0,0,0
C,63,Urban area,Owner without mortgage,University,married,2,0,2709,7,7,Financial and insurance activities,between 0-10,1,0,1,0,0,0,0,0,0,0
C,43,Urban area,Living with family,University,married,3,1,1965,14,14,Transportation and storage,between 501-1.000,1,0,0,0,0,0,0,0,0,0
B,38,Rural area,Owner without mortgage,University,single,1,0,1626,2,2,Information and communication,between 0-10,13,1,1,0,0,0,0,0,0,0
F,35,County capital,Living with family,University,married,2,0,2765,2,6,Human health and social work activities,between 101-250,8,0,0,0,0,0,0,0,0,0
E,33,Rural area,Owner without mortgage,Highschool,married,2,0,1542.33,2,9,Manufacturing,between 251-500,1,1,1,0,1,0,0,0,0,0
B,43,Rural area,Living with family,Post secondary school,single,1,0,2182,21,66,Public administration and defence,between 501-1.000,1,0,1,0,0,0,0,0,0,0
B,38,Urban area,Living with family,Middle school,single,2,1,986.7475,8,21,Real estate activities,between 251-500,1,0,0,0,0,0,0,0,0,0
C,52,County capital,Owner without mortgage,Other,married,2,0,1526,9,16,Missing,> 1.000,13,0,0,0,0,0,1,0,0,0
C,50,Rural area,Owner without mortgage,Highschool,single,1,0,2160.95,8,40,Manufacturing,> 1.000,8,0,0,0,0,0,0,0,0,0
F,37,Rural area,Living with family,Primary school,married,2,0,1308.995,2,24,"Agriculture, hunting and forestry",between 51-100,1,0,0,0,0,0,0,0,0,0
C,67,County capital,Owner without mortgage,Primary school,widow,1,0,650,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,66,Urban area,Owner without mortgage,Post secondary school,married,2,0,1486,5,16,Missing,Missing,14,0,1,0,0,0,0,0,0,0
C,42,Rural area,Owner without mortgage,Highschool,divorced,1,0,1528,12,17,Manufacturing,between 251-500,1,0,0,0,0,0,0,0,0,0
F,44,County capital,Owner without mortgage,Post secondary school,married,2,0,2281,22,66,Public administration and defence,between 251-500,2,0,0,0,0,0,0,0,0,0
B,60,Urban area,Owner without mortgage,Missing,widow,1,0,895,5,16,Missing,Missing,13,0,1,0,0,0,1,0,0,0
F,37,County capital,Living with family,University,married,3,1,1315,11,11,Human health and social work activities,> 1.000,6,0,0,0,0,0,0,0,0,0
C,59,Urban area,Owner without mortgage,Highschool,widow,1,0,797,5,16,Missing,Missing,13,0,1,0,0,0,0,0,0,0
F,39,Rural area,Living with family,Highschool,single,1,0,953.66,2,15,Manufacturing,between 101-250,1,0,0,0,0,0,0,0,0,0
C,46,County capital,Living with family,Highschool,married,2,0,1601,2,10,Information and communication,between 21-50,9,0,0,0,0,0,0,0,0,0
F,36,County capital,Living with family,Missing,single,1,0,2718,2,15,Public administration and defence,between 251-500,13,0,0,0,0,0,0,0,0,0
C,63,Rural area,Owner without mortgage,Vocational school,married,2,0,751,5,16,Missing,Missing,8,1,1,0,0,0,0,0,0,0
C,49,County capital,Owner without mortgage,University,married,2,0,7210,21,85,Human health and social work activities,between 501-1.000,1,0,0,0,0,0,0,0,0,0
F,35,Urban area,Living with family,Highschool,married,2,0,1299.4,3,3,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
B,43,County capital,Owner without mortgage,University,married,3,1,2594.75,10,47,Public administration and defence,between 251-500,14,1,1,0,1,0,1,0,0,0
F,28,County capital,Owner with mortgage,Highschool,married,2,0,4990.9975,5,16,Missing,Missing,7,0,0,0,0,0,0,0,0,0
C,64,County capital,Owner without mortgage,University,widow,1,0,669,5,16,Missing,Missing,14,0,1,0,0,0,1,0,0,0
B,61,County capital,Owner without mortgage,Vocational school,widow,1,0,681,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,63,County capital,Owner without mortgage,College,married,2,0,2686,5,16,Missing,Missing,15,1,1,0,1,0,1,0,0,0
C,36,County capital,Owner without mortgage,University,married,2,0,1157.5,3,12,Other,> 1.000,2,0,0,0,0,0,0,0,0,0
B,26,County capital,Living with family,University,single,1,0,1120.35,2,13,Other,> 1.000,7,0,0,0,0,0,0,0,0,0
C,64,County capital,Owner without mortgage,Highschool,married,2,0,1151,5,16,Missing,Missing,9,0,0,0,0,0,0,0,0,0
B,24,Rural area,Living with family,University,married,2,0,1078.455,2,10,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
B,53,Rural area,Owner without mortgage,Highschool,married,3,0,636,6,16,Transportation and storage,between 51-100,1,0,0,0,0,0,0,0,0,0
C,62,County capital,Owner without mortgage,College,single,1,0,822,5,16,Missing,Missing,10,0,0,0,0,0,0,0,0,0
F,31,Rural area,Living with family,University,single,1,0,5901.7525,6,18,Mining and quarrying,> 1.000,1,1,1,0,0,0,0,0,0,0
F,28,County capital,Living with family,Post-graduate,single,1,0,1382,2,12,Wholesale and retail trade,between 51-100,1,1,1,0,0,0,0,0,0,0
B,43,County capital,Owner without mortgage,University,single,1,0,1173,1,3,Manufacturing,between 0-10,2,0,0,0,0,0,0,0,0,0
F,39,County capital,Owner without mortgage,University,married,2,0,1529,6,53,Education,between 101-250,1,1,1,0,0,0,0,0,0,0
C,66,County capital,Owner without mortgage,Highschool,single,1,0,1119,5,16,Missing,Missing,7,0,0,0,0,0,0,0,0,0
F,44,County capital,Living with family,Vocational school,single,1,0,1442.33,7,21,Manufacturing,between 501-1.000,2,0,0,0,0,0,0,0,0,0
F,37,County capital,Living with family,Highschool,married,4,2,949.25,20,16,Human health and social work activities,between 21-50,2,0,0,0,0,0,0,0,0,0
B,34,County capital,Living with family,Post-graduate,married,3,1,0,1,6,Wholesale and retail trade,between 0-10,1,0,1,0,0,0,0,0,0,0
E,59,County capital,Owner without mortgage,Highschool,single,1,0,1102,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
B,48,Urban area,Owner without mortgage,Vocational school,married,2,0,670,2,55,Public administration and defence,between 251-500,12,0,0,0,0,0,1,0,0,0
F,31,County capital,Living with family,Highschool,married,2,0,4961,7,22,Information and communication,between 101-250,2,0,0,0,0,0,0,0,0,0
C,42,Rural area,Living with family,Post secondary school,married,3,1,1709.7475,4,8,"Agriculture, hunting and forestry",between 51-100,1,0,1,0,0,0,0,0,0,0
C,32,County capital,Living with family,Post-graduate,single,1,0,1829,9,16,Public administration and defence,> 1.000,5,0,0,0,0,0,1,0,0,0
B,52,Rural area,Owner without mortgage,Post secondary school,married,2,0,1067,7,45,Human health and social work activities,between 251-500,12,1,1,0,0,0,0,0,0,0
F,49,Rural area,Living with family,Other,divorced,1,0,1048,5,11,Manufacturing,between 21-50,2,0,0,0,0,0,0,0,0,0
C,42,County capital,Owner without mortgage,University,married,3,1,2040,14,16,Public administration and defence,between 51-100,1,0,0,0,0,0,0,0,0,0
C,30,County capital,Living with family,University,single,1,0,2317,7,16,Information and communication,between 21-50,7,0,0,0,0,0,1,0,0,0
C,36,County capital,Living with family,Highschool,single,1,0,832,5,16,Public administration and defence,between 501-1.000,11,0,0,0,0,0,1,0,0,0
C,48,Urban area,Living with family,Vocational school,married,3,1,1030.8275,8,10,Manufacturing,> 1.000,9,1,1,0,0,0,0,0,0,0
B,47,County capital,Owner without mortgage,Post-graduate,married,4,2,3923,12,22,Missing,between 101-250,12,0,1,0,0,0,0,0,0,0
B,33,County capital,Living with family,University,married,3,1,3616.33,6,10,Construction,between 51-100,9,0,0,0,0,0,0,0,0,0
C,51,County capital,Owner without mortgage,University,married,2,0,1623,1,16,Public administration and defence,between 251-500,2,0,0,0,0,0,0,0,0,0
C,41,County capital,Owner without mortgage,Highschool,married,2,0,3086,15,20,Public administration and defence,between 501-1.000,13,1,1,0,0,0,1,0,0,0
C,63,Urban area,Owner without mortgage,Highschool,single,1,0,703,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
F,27,Urban area,Living with family,Post-graduate,married,2,0,1081,7,12,Manufacturing,between 11-20,2,0,0,0,0,0,0,0,0,0
C,54,County capital,Owner without mortgage,University,widow,1,0,2169,20,81,Human health and social work activities,> 1.000,12,0,0,0,0,0,0,0,0,0
F,35,County capital,Other,Other,married,2,0,3501.83,3,5,Transportation and storage,between 51-100,10,0,0,0,0,0,1,0,0,0
B,35,Rural area,Living with family,University,single,1,0,1472.825,7,8,Wholesale and retail trade,> 1.000,9,0,0,0,0,0,1,0,0,0
B,46,Rural area,Owner without mortgage,Post secondary school,married,2,0,1704,2,6,Wholesale and retail trade,between 0-10,11,0,0,0,0,0,1,0,0,0
F,39,County capital,Living with family,College,divorced,2,1,1737.396,4,4,Education,between 21-50,13,0,0,0,0,0,0,0,0,0
F,32,County capital,Owner without mortgage,University,single,1,0,1658.0175,1,10,Manufacturing,between 251-500,9,0,0,0,0,0,0,0,0,0
C,34,Rural area,Living with family,Other,single,1,0,1789,3,24,Manufacturing,> 1.000,7,0,0,0,0,0,0,0,0,0
C,63,Rural area,Owner without mortgage,Vocational school,married,2,0,611,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,53,Rural area,Owner without mortgage,Post secondary school,married,2,0,1123,19,43,Human health and social work activities,between 0-10,9,1,1,0,0,0,1,0,0,0
E,61,County capital,Owner without mortgage,University,married,2,0,772,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,29,Urban area,Living with family,Highschool,single,1,0,1186.665,5,12,Wholesale and retail trade,between 251-500,1,0,1,0,0,0,0,0,0,0
C,31,County capital,Owner with mortgage,Post-graduate,divorced,3,1,2966,8,22,Financial and insurance activities,between 0-10,2,0,0,0,0,0,0,0,0,0
C,62,County capital,Owner without mortgage,Other,divorced,1,0,793,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,60,County capital,Owner without mortgage,University,married,2,0,636,4,11,Water supply,between 0-10,1,0,0,0,0,0,0,0,0,0
E,55,County capital,Owner without mortgage,University,divorced,1,0,2058,5,16,Missing,Missing,13,1,1,0,1,0,1,0,0,0
B,52,County capital,Living with family,College,married,2,0,645,2,21,Construction,between 101-250,8,0,0,0,0,0,0,0,0,0
C,33,Rural area,Living with family,Other,married,2,0,1116.0276,2,17,Manufacturing,> 1.000,1,1,1,0,1,0,0,0,0,0
B,52,Rural area,Owner without mortgage,Highschool,married,2,0,1797.33,3,3,Mining and quarrying,> 1.000,12,1,1,0,1,0,1,0,0,0
C,38,Urban area,Owner without mortgage,University,married,2,0,1784.495,8,47,Public administration and defence,between 51-100,1,0,0,0,0,0,0,0,0,0
C,21,Urban area,Living with family,Post secondary school,single,1,0,1104,2,8,Manufacturing,between 101-250,1,1,1,0,0,0,0,0,0,0
B,40,Rural area,Owner without mortgage,University,married,2,0,1309,1,15,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
F,44,County capital,Living with family,Post-graduate,single,1,0,2359.66,24,24,Water supply,between 501-1.000,14,0,0,0,0,0,0,0,0,0
B,46,County capital,Owner without mortgage,Post secondary school,single,1,0,1287,4,25,Manufacturing,between 51-100,2,0,0,0,0,0,0,0,0,0
C,27,Rural area,Living with family,University,married,2,0,2191,2,2,Electricity and gas,between 0-10,9,0,1,0,0,0,0,0,0,0
C,27,Rural area,Owner without mortgage,Highschool,married,3,2,1039.33,3,12,Wholesale and retail trade,> 1.000,1,0,0,0,0,0,0,0,0,1
B,34,Rural area,Owner without mortgage,Post secondary school,married,2,0,2104,8,56,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
F,39,County capital,Living with family,Highschool,married,4,2,2099,6,10,Human health and social work activities,between 51-100,12,0,0,0,0,0,0,0,0,0
E,62,County capital,Owner without mortgage,Highschool,divorced,1,0,1116,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
C,24,Rural area,Living with family,College,single,1,0,670,4,14,Missing,between 101-250,3,0,0,0,0,0,0,0,0,0
E,60,Urban area,Owner without mortgage,Post secondary school,married,2,0,1137,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
B,31,Urban area,Owner without mortgage,University,married,2,0,1527.66,3,3,Financial and insurance activities,between 51-100,1,1,1,0,0,0,0,0,0,0
C,43,Urban area,Owner without mortgage,Highschool,married,2,0,1612,25,53,Mining and quarrying,between 501-1.000,1,1,1,0,0,0,0,0,0,0
F,34,County capital,Living with family,Post-graduate,divorced,2,1,3023.75,7,9,Information and communication,between 501-1.000,1,1,1,0,1,0,0,0,0,0
B,48,County capital,Owner without mortgage,University,married,3,1,5341,23,25,Public administration and defence,> 1.000,11,0,0,0,0,0,1,0,0,0
C,65,County capital,Owner without mortgage,Vocational school,married,2,0,1900.45,2,16,Real estate activities,between 0-10,9,0,0,0,0,0,1,0,0,0
B,33,County capital,Living with family,University,single,1,0,2350,5,6,Other,between 21-50,1,1,1,0,1,0,0,0,0,0
C,59,Urban area,Owner without mortgage,Highschool,married,2,0,1016,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,60,County capital,Living with family,Highschool,widow,1,0,1950,5,16,Missing,Missing,11,0,0,0,0,0,0,0,0,0
E,59,Urban area,Owner with mortgage,Highschool,married,2,0,856,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,45,Rural area,Owner without mortgage,Primary school,married,2,0,905,2,3,Manufacturing,between 101-250,12,1,1,0,0,0,1,0,0,0
B,36,Rural area,Owner without mortgage,University,married,3,1,818.67,2,10,Manufacturing,between 501-1.000,2,1,1,0,1,0,0,0,0,0
C,44,Rural area,Owner without mortgage,University,divorced,1,0,2161.67,9,36,Human health and social work activities,between 251-500,1,1,1,0,0,0,0,0,0,0
C,28,County capital,Living with family,Highschool,single,1,0,1321,4,22,Wholesale and retail trade,between 101-250,1,1,1,0,0,0,0,0,0,0
B,48,Urban area,Owner without mortgage,University,married,2,0,3613.12,24,25,Financial and insurance activities,> 1.000,12,0,0,0,0,0,0,0,0,0
C,49,Rural area,Owner without mortgage,Middle school,married,2,0,770,7,14,Manufacturing,between 21-50,1,0,1,0,0,0,0,0,0,0
C,41,County capital,Owner without mortgage,University,single,1,0,3421.6,16,17,Construction,between 101-250,12,0,1,0,0,0,1,0,0,0
C,53,County capital,Owner without mortgage,University,married,2,0,2908.66,20,21,Manufacturing,> 1.000,9,0,0,0,0,0,1,0,0,0
F,26,County capital,Living with family,University,single,1,0,844.55,2,4,Missing,between 101-250,1,0,0,0,0,0,0,0,0,0
F,36,County capital,Owner with mortgage,University,married,3,1,2699,3,21,Information and communication,> 1.000,13,1,1,0,0,0,0,0,0,0
C,23,Rural area,Other,Post secondary school,single,1,0,1246.9725,3,10,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,40,County capital,Owner without mortgage,University,married,2,0,2234.245,7,22,Wholesale and retail trade,between 501-1.000,1,1,1,0,0,0,0,0,0,0
B,32,Urban area,Owner without mortgage,Missing,married,3,1,1451,7,22,Manufacturing,between 101-250,1,1,1,0,1,0,0,0,0,0
C,66,Urban area,Owner without mortgage,Vocational school,widow,1,0,892,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,63,Rural area,Owner without mortgage,Post secondary school,single,1,0,648,5,16,Missing,Missing,2,0,0,0,0,0,0,0,0,0
B,55,County capital,Owner without mortgage,University,single,1,0,2218,7,16,Public administration and defence,between 501-1.000,19,1,1,0,0,0,1,0,0,0
B,59,Urban area,Owner without mortgage,Other,married,2,0,817,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
F,34,County capital,Living with family,University,single,1,0,1314.95,2,53,Education,between 51-100,2,1,1,0,0,0,0,0,0,0
C,37,Urban area,Living with family,Middle school,widow,2,1,945,2,4,Manufacturing,between 251-500,12,0,0,0,0,0,0,0,0,0
B,58,County capital,Owner without mortgage,Highschool,married,2,0,1316.25,24,24,Manufacturing,between 501-1.000,12,1,1,0,0,0,0,0,0,0
E,50,Rural area,Living with family,University,married,2,0,3026.196,30,35,Public administration and defence,between 251-500,2,1,1,0,1,0,0,0,0,0
B,42,Urban area,Owner without mortgage,University,single,1,0,3247,4,5,Human health and social work activities,between 101-250,11,0,0,0,0,0,0,0,0,0
C,41,Rural area,Living with family,College,divorced,1,2,1805.5,8,13,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
F,32,Urban area,Owner without mortgage,Post-graduate,married,2,0,7194,7,19,Information and communication,> 1.000,13,0,1,0,0,0,1,0,0,0
B,32,Urban area,Owner without mortgage,Highschool,single,1,0,1007.42,10,19,Wholesale and retail trade,between 501-1.000,2,0,0,0,0,0,0,0,0,1
F,28,County capital,Living with family,University,single,1,0,2000,4,6,Human health and social work activities,between 11-20,2,0,0,0,0,0,0,0,0,0
C,64,County capital,Owner without mortgage,Highschool,married,2,0,1399,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,48,County capital,Owner without mortgage,University,single,1,0,2021.7475,10,16,Manufacturing,between 501-1.000,1,0,0,0,0,0,0,0,0,0
F,28,Urban area,Owner without mortgage,Post-graduate,married,3,1,3091,5,22,Transportation and storage,between 101-250,1,0,1,0,0,0,0,0,0,0
E,25,County capital,Owner without mortgage,Post-graduate,single,1,0,1039.3,2,4,Education,between 51-100,1,1,1,0,1,0,0,0,0,0
C,61,Urban area,Owner without mortgage,Vocational school,married,2,0,848,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,61,Urban area,Owner without mortgage,Vocational school,single,1,0,1129,5,16,Missing,Missing,12,1,1,0,0,0,0,0,0,0
C,66,County capital,Owner without mortgage,Post secondary school,married,2,0,941,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,63,Rural area,Living with family,Highschool,married,2,1,983,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
E,36,County capital,Owner with mortgage,Post secondary school,married,2,0,3295,15,25,Human health and social work activities,> 1.000,1,0,1,0,0,0,0,0,0,0
C,34,Urban area,Owner without mortgage,Vocational school,married,2,0,1278.12,4,20,Manufacturing,between 11-20,10,0,0,0,0,0,1,0,0,0
B,31,County capital,Living with family,University,divorced,2,1,1662,7,9,Public administration and defence,between 251-500,11,0,0,0,0,0,0,0,0,0
C,41,Rural area,Owner without mortgage,Middle school,married,2,0,2022.55,3,11,Construction,between 101-250,9,0,1,0,0,0,1,0,0,1
C,42,County capital,Owner without mortgage,Missing,married,2,0,1480.0725,6,10,Manufacturing,between 251-500,8,0,0,0,0,0,0,0,0,1
